Time,Close
20210505,57431.5
20210504,53196.3
20210503,57159.7
20210502,56568.5
20210501,57794.7
20210430,57697.3
20210429,53558.4
20210428,54833.2
20210427,55014.3
20210426,54000.2
20210425,49086.9
20210424,50033.0
20210423,51102.7
20210422,51696.4
20210421,53793.6
20210420,56427.8
20210419,55618.8
20210418,56150.6
20210417,59995.2
20210416,61342.6
20210415,63152.6
20210414,62958.7
20210413,63578.7
20210412,59863.4
20210411,60007.6
20210410,59770.2
20210409,58131.6
20210408,58076.7
20210407,55958.2
20210406,57988.3
20210405,59116.2
20210404,58201.4
20210403,57058.3
20210402,58963.6
20210401,58735.7
20210331,58745.9
20210330,58754.6
20210329,57628.9
20210328,55772.9
20210327,55820.4
20210326,55032.0
20210325,51301.7
20210324,52307.4
20210323,54348.4
20210322,54096.1
20210321,57350.2
20210320,58113.5
20210319,58024.2
20210318,57648.9
20210317,58875.8
20210316,56880.3
20210315,55607.1
20210314,59000.0
20210313,61180.9
20210312,57238.5
20210311,57781.1
20210310,55865.5
20210309,54867.6
20210308,52377.0
20210307,50930.4
20210306,48871.9
20210305,48758.9
20210304,48374.5
20210303,50345.5
20210302,48441.2
20210301,49590.3
20210228,45141.6
20210227,46114.4
20210226,46289.6
20210225,47082.7
20210224,49685.2
20210223,48908.3
20210222,54096.6
20210221,57423.0
20210220,55851.5
20210219,55890.5
20210218,51568.9
20210217,52118.1
20210216,49147.7
20210215,47904.4
20210214,48591.9
20210213,47152.6
20210212,47310.7
20210211,47941.5
20210210,44812.2
20210209,46434.8
20210208,46373.5
20210207,38807.6
20210206,39195.5
20210205,38294.4
20210204,36948.5
20210203,37618.7
20210202,35481.7
20210201,33522.5
20210131,33100.8
20210130,34273.2
20210129,34240.3
20210128,33353.1
20210127,30343.9
20210126,32477.4
20210125,32268.8
20210124,32255.3
20210123,32075.4
20210122,32958.6
20210121,30860.8
20210120,35474.7
20210119,35899.3
20210118,36620.7
20210117,35836.2
20210116,35992.7
20210115,36748.2
20210114,39150.6
20210113,37388.3
20210112,34063.5
20210111,35392.3
20210110,38160.7
20210109,40096.6
20210108,40574.7
20210107,39439.5
20210106,36750.6
20210105,33938.6
20210104,31993.0
20210103,33000.4
20210102,32185.4
20210101,29333.2
20201231,28920.5
20201230,28868.1
20201229,27383.3
20201228,27075.6
20201227,26282.5
20201226,26486.9
20201225,24706.7
20201224,23729.6
20201223,23230.7
20201222,23813.1
20201221,22717.5
20201220,23469.5
20201219,23828.0
20201218,23110.8
20201217,22805.7
20201216,21340.8
20201215,19425.4
20201214,19271.1
20201213,19176.1
20201212,18806.8
20201211,18027.0
20201210,18251.2
20201209,18540.1
20201208,18327.3
20201207,19168.9
20201206,19362.6
20201205,19147.0
20201204,18654.6
20201203,19423.8
20201202,19206.0
20201201,18770.5
20201130,19693.9
20201129,18180.4
20201128,17716.8
20201127,17139.2
20201126,17148.5
20201125,18723.3
20201124,19153.2
20201123,18370.6
20201122,18416.9
20201121,18702.2
20201120,18659.4
20201119,17805.7
20201118,17775.4
20201117,17665.7
20201116,16711.8
20201115,15954.0
20201114,16064.7
20201113,16320.9
20201112,16297.1
20201111,15688.4
20201110,15299.4
20201109,15326.8
20201108,15478.3
20201107,14814.6
20201106,15578.3
20201105,15589.8
20201104,14141.3
20201103,14019.8
20201102,13550.9
20201101,13758.7
20201031,13792.1
20201030,13556.7
20201029,13455.0
20201028,13270.8
20201027,13636.9
20201026,13055.3
20201025,13031.3
20201024,13110.6
20201023,12924.6
20201022,12967.7
20201021,12785.1
20201020,11909.6
20201019,11750.0
20201018,11502.3
20201017,11361.3
20201016,11317.9
20201015,11503.9
20201014,11416.4
20201013,11419.4
20201012,11530.7
20201011,11371.0
20201010,11294.4
20201009,11052.9
20201008,10923.6
20201007,10667.1
20201006,10570.3
20201005,10792.4
20201004,10664.1
20201003,10539.0
20201002,10566.5
20201001,10620.1
20200930,10777.2
20200929,10840.2
20200928,10693.2
20200927,10772.4
20200926,10729.0
20200925,10688.2
20200924,10736.3
20200923,10241.7
20200922,10528.8
20200921,10417.1
20200920,10919.5
20200919,11081.6
20200918,10932.3
20200917,10938.7
20200916,10954.7
20200915,10785.0
20200914,10672.9
20200913,10329.6
20200912,10440.2
20200911,10386.9
20200910,10338.0
20200909,10219.7
20200908,10127.1
20200907,10372.1
20200906,10254.3
20200905,10166.4
20200904,10447.2
20200903,10136.2
20200902,11387.6
20200901,11922.4
20200831,11651.6
20200830,11711.0
20200829,11467.4
20200828,11527.4
20200827,11327.9
20200826,11460.7
20200825,11320.7
20200824,11751.4
20200823,11647.4
20200822,11665.3
20200821,11529.4
20200820,11858.0
20200819,11753.3
20200818,11945.4
20200817,12280.8
20200816,11910.1
20200815,11854.4
20200814,11759.7
20200813,11775.6
20200812,11564.7
20200811,11392.1
20200810,11890.1
20200809,11682.2
20200808,11765.7
20200807,11592.3
20200806,11764.2
20200805,11741.2
20200804,11188.7
20200803,11220.6
20200802,11070.6
20200801,11799.4
20200731,11336.4
20200730,11100.3
20200729,11101.0
20200728,10909.8
20200727,11026.5
20200726,9931.0
20200725,9699.6
20200724,9540.2
20200723,9603.0
20200722,9516.1
20200721,9385.4
20200720,9159.9
20200719,9206.6
20200718,9168.9
20200717,9154.1
20200716,9133.4
20200715,9198.9
20200714,9253.3
20200713,9242.6
20200712,9298.6
20200711,9232.5
20200710,9286.9
20200709,9235.1
20200708,9435.3
20200707,9254.9
20200706,9342.9
20200705,9072.4
20200704,9135.9
20200703,9058.8
