Time,Favorites,Retweets,Compound,Negative,Positive,Neutral,Open,High,Low,Volume,Funding Rate 0000,Funding Rate 0800,Funding Rate 1600,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions
20211029.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,60590.7,62961.9,60193.0,472894245.6,0.01,0.02,0.02,13.6,66.44,1014855.0,758210.0,305733.0
20210527.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,39241.3,40399.0,37134.7,328474370.6,0.01,0.01,0.01,14.46,23.18,864432.0,602300.0,214035.0
20220119.0,6437.75,1378.5,0.168525,0.02825,0.06925,0.9025,42349.3,42559.4,41140.0,408738707.9,0.01,0.0,0.01,15.18,33.99,940760.0,663454.0,270334.0
20210413.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,59863.4,63759.7,59815.0,430518557.6,0.09,0.08,0.09,26.42,43.37,1178027.0,839652.0,310213.0
20200703.0,303.75,79.0,0.22745,0.0,0.06525,0.93475,9087.1,9123.5,9038.1,12000862.6,0.01,0.01,0.01,3.99,3.47,944676.0,661454.0,331009.0
20210303.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,48440.6,52623.9,48100.0,160801620.8,0.01,0.01,0.01,16.34,15.52,1185450.0,840642.0,333402.0
20200510.0,283.2857142857143,49.142857142857146,0.002414285714285716,0.027857142857142858,0.05742857142857143,0.9145714285714286,9537.3,9566.4,8000.0,69392679.98,0.06,0.04,0.01,9.36,4.96,869262.0,571802.0,286789.0
20210315.0,638.0,170.0,0.7073,0.0,0.158,0.842,59000.0,60632.9,54525.6,338468393.2,0.12,0.08,0.11,16.32,21.29,1167577.0,782966.0,292231.0
20200902.0,63.5,17.0,0.12111666666666666,0.0,0.035,0.965,11922.5,11952.4,11155.0,61354174.4,0.05,0.03,0.04,7.06,6.47,1029017.0,714425.0,317449.0
20210904.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,50010.9,50548.5,49368.0,164611825.1,0.02,0.04,0.01,10.08,27.47,776022.0,574763.0,227732.0
20201003.0,300.0,50.0,0.4052666666666667,0.0,0.146,0.8540000000000001,10566.6,10599.6,10483.4,6507069.821,0.01,0.01,0.01,3.96,4.53,1002444.0,642826.0,310855.0
20200413.0,414.25,96.25,0.211225,0.01525,0.067,0.9175,6901.6,6901.6,6571.0,17006426.21,0.01,0.01,-0.02,6.63,3.8,764583.0,549230.0,288113.0
20201008.0,300.0,50.0,0.4052666666666667,0.0,0.146,0.8540000000000001,10666.7,10947.4,10532.4,20788596.2,0.0,0.0,0.0,4.36,4.34,1033122.0,698982.0,330227.0
20210220.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,55893.6,57622.6,53463.3,190744601.4,0.13,0.16,0.12,37.06,33.07,1187083.0,830094.0,320475.0
20201007.0,300.0,50.0,0.4052666666666667,0.0,0.146,0.8540000000000001,10570.1,10680.4,10532.9,15043704.95,0.01,0.0,0.0,3.96,4.14,1063425.0,762636.0,370554.0
20220222.0,193.05882352941177,36.411764705882355,0.18590588235294117,0.045647058823529416,0.08658823529411765,0.8677058823529411,37020.5,38448.4,36333.1,324319840.5,0.0,-0.01,0.0,16.98,22.86,886571.0,647191.0,260265.0
20210711.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,33510.0,34611.3,33318.5,97552330.49,0.0,0.01,0.01,10.44,15.49,690684.0,436977.0,166144.0
20210731.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,42202.9,42423.4,41026.4,245815752.1,0.0,0.01,0.01,15.38,21.09,720022.0,532121.0,207348.0
20200531.0,283.2857142857143,49.142857142857146,0.002414285714285716,0.027857142857142858,0.05742857142857143,0.9145714285714286,9696.2,9700.0,9398.6,23070281.26,0.01,0.01,0.01,5.76,4.34,801889.0,495162.0,258427.0
20200629.0,232.0,155.0,0.4019,0.0,0.072,0.928,9119.1,9234.9,9027.4,18164728.28,0.0,0.01,0.01,4.68,3.47,962232.0,625207.0,315424.0
20220227.0,128.0,30.0,0.10686666666666668,0.02266666666666667,0.055,0.9223333333333333,39117.3,39864.0,36977.4,388368905.7,0.01,0.01,0.0,12.96,21.07,768705.0,583361.0,211164.0
20210219.0,27.0,12.0,0.4404,0.0,0.071,0.929,51561.1,56317.7,50727.0,200656740.9,0.13,0.09,0.08,33.02,27.56,1248515.0,884319.0,341586.0
20201206.0,487.42857142857144,56.57142857142857,0.13369285714285714,0.058571428571428566,0.11014285714285714,0.8312857142857143,19147.0,19425.1,18859.3,21261532.66,0.01,0.01,0.01,7.56,6.2,906549.0,582059.0,258624.0
20210202.0,112.0,28.0,0.296,0.0,0.064,0.936,33523.0,35974.7,33411.4,101693604.8,0.07,0.04,0.04,14.14,17.17,1202183.0,865515.0,364551.0
20210401.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,58745.5,59487.1,57879.0,186078130.9,0.06,0.11,0.1,20.53,27.46,1145125.0,814587.0,311939.0
20210727.0,543.0,63.0,-0.2732,0.1,0.0,0.9,37242.0,39554.0,36345.0,214670342.3,0.01,0.01,0.01,18.05,21.87,903400.0,600692.0,255221.0
20210327.0,116.0,4.0,0.37145,0.0,0.1995,0.8005,55031.9,56628.6,53967.5,200758048.8,0.01,0.01,0.01,16.92,18.67,1149403.0,722993.0,288259.0
20201001.0,300.0,50.0,0.4052666666666667,0.0,0.146,0.8540000000000001,10777.2,10917.5,10437.5,24280779.68,0.01,0.01,0.01,4.16,4.82,922880.0,679937.0,304757.0
20211104.0,1540.3333333333333,221.33333333333334,0.15571666666666667,0.07783333333333334,0.15316666666666665,0.769,62893.9,63086.9,60700.0,386571709.0,0.03,0.05,0.05,11.98,47.12,998917.0,729141.0,289141.0
20200504.0,283.2857142857143,49.142857142857146,0.002414285714285716,0.027857142857142858,0.05742857142857143,0.9145714285714286,8892.1,8948.7,8521.0,30837060.4,0.02,0.01,0.01,7.74,4.41,889636.0,651350.0,326098.0
20210427.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,53997.1,55439.0,53240.8,237020455.9,0.01,0.01,0.01,17.82,33.78,1092574.0,748381.0,298109.0
